Gene	AA Sequence	Superfam ID	Superfam Name	Fold Name
    	560-632	47781	RuvA domain 2-like:	SAM domain-like
feoB	4-170	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
bioH	3-250	53474	alpha/beta-Hydrolases:	alpha/beta-Hydrolases
yhgH	45-225	53271	PRTase-like:	PRTase-like
malQ	142-570,608-681	51445	(Trans)glycosidases:	TIM beta/alpha-barrel
malT	440-803	48452	TPR-like:	alpha-alpha superhelix
    	828-892	46894	C-terminal effector domain of the bipartite response regulators:	DNA/RNA-binding 3-helical bundle
    	6-232	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
rtcA	4-183	55205	EPT/RTPC-like:	IF3-like
    	184-278	52913	RNA 3'-terminal phosphate cyclase, RPTC, insert domain:	Thioredoxin fold
    	274-336	55205	EPT/RTPC-like:	IF3-like
rtcB	7-408	103365	Hypothetical protein PH1602:	Hypothetical protein PH1602
rtcR	186-438	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
glpD	1-260,312-374	51905	FAD/NAD(P)-binding domain:	FAD/NAD(P)-binding domain
   F	226-319	54373	FAD-linked reductases, C-terminal domain:	FAD-linked reductases, C-terminal domain
glgX	130-463,492-564	51445	(Trans)glycosidases:	TIM beta/alpha-barrel
    	7-144	81296	E set domains:	Immunoglobulin-like beta-sandwich
yhhW	1-231	51182	RmlC-like cupins:	Double-stranded beta-helix
yhhZ	5-148	141452	Hcp1-like:	Hcp1-like
    	244-348	54060	His-Me finger endonucleases:	His-Me finger endonucleases
ggt	41-572	56235	N-terminal nucleophile aminohydrolases (Ntn hydrolases):	Ntn hydrolase-like
ugpQ	5-239	51695	PLC-like phosphodiesterases:	TIM beta/alpha-barrel
ugpC	4-243	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	237-355	50331	MOP-like:	OB-fold
ugpE	4-277	161098	MetI-like:	MetI-like
ugpA	56-282	161098	MetI-like:	MetI-like
ugpB	25-425	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
livF	4-234	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
panZ	9-120	55729	Acyl-CoA N-acyltransferases (Nat):	Acyl-CoA N-acyltransferases (Nat)
ftsY	286-493	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	196-282	47364	Domain of the SRP/SRP receptor G-proteins:	Four-helical up-and-down bundle
zntA	433-452,491-726	56784	HAD-like:	HAD-like
    	236-333	81653	Calcium ATPase, transduction domain A:	Double-stranded beta-helix
    	186-237,334-428,675-714	81665	Calcium ATPase, transmembrane domain M:	Calcium ATPase, transmembrane domain M
    	49-111	55008	HMA, heavy metal-associated domain:	Ferredoxin-like
yhhS	17-396	103473	MFS general substrate transporter:	MFS general substrate transporter
acpT	87-180	56214	4'-phosphopantetheinyl transferase:	4'-phosphopantetheinyl transferase
    	29-79	56214	4'-phosphopantetheinyl transferase:	4'-phosphopantetheinyl transferase
nikA	27-517	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
nikE	4-238	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
rbbA	276-498	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	15-239	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
yhiJ	290-386	56300	Metallo-dependent phosphatases:	Metallo-dependent phosphatases
yhiN	1-188,337-394	51905	FAD/NAD(P)-binding domain:	FAD/NAD(P)-binding domain
    	190-338	160996	HI0933 insert domain-like:	HI0933 insert domain-like
dtpB	8-200,244-481	103473	MFS general substrate transporter:	MFS general substrate transporter
rsmJ	9-246	53335	S-adenosyl-L-methionine-dependent methyltransferases:	S-adenosyl-L-methionine-dependent methyltransferases
prlC	1-677	55486	Metalloproteases ("zincins"), catalytic domain:	Zincin-like
rlmJ	9-279	53335	S-adenosyl-L-methionine-dependent methyltransferases:	S-adenosyl-L-methionine-dependent methyltransferases
gor	338-450	55424	FAD/NAD-linked reductases, dimerisation (C-terminal) domain:	CO dehydrogenase flavoprotein C-domain-like
    	1-365	51905	FAD/NAD(P)-binding domain:	FAD/NAD(P)-binding domain
arsC	3-137	52833	Thioredoxin-like:	Thioredoxin fold
mdtF	296-497	82866	Multidrug efflux transporter AcrB transmembrane domain:	Multidrug efflux transporter AcrB transmembrane domain
    	834-1026	82866	Multidrug efflux transporter AcrB transmembrane domain:	Multidrug efflux transporter AcrB transmembrane domain
    	565-669	82693	Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains:	Ferredoxin-like
    	38-132	82693	Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains:	Ferredoxin-like
    	135-182,274-330	82693	Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains:	Ferredoxin-like
    	672-722,809-857	82693	Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains:	Ferredoxin-like
    	182-272	82714	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains:	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains
    	723-810	82714	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains:	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains
gadW	188-236	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
gadX	193-243	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
ccp	170-320	46626	Cytochrome c:	Cytochrome c
    	319-460	46626	Cytochrome c:	Cytochrome c
treF	55-547	48208	Six-hairpin glycosidases:	alpha/alpha toroid
yhjC	90-297	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
    	4-84	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
yhjJ	29-239	63411	LuxS/MPP-like metallohydrolase:	LuxS/MPP-like metallohydrolase
    	296-452	63411	LuxS/MPP-like metallohydrolase:	LuxS/MPP-like metallohydrolase
bcsZ	9-350	48208	Six-hairpin glycosidases:	alpha/alpha toroid
bcsA	275-550	53448	Nucleotide-diphospho-sugar transferases:	Nucleotide-diphospho-sugar transferases
    	695-779	141371	PilZ domain-like:	Split barrel-like
dppF	13-261	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
eptB	250-542	53649	Alkaline phosphatase-like:	Alkaline phosphatase-like
yhjX	8-393	103473	MFS general substrate transporter:	MFS general substrate transporter
tag	2-184	48150	DNA-glycosylase:	DNA-glycosylase
yiaC	1-141	55729	Acyl-CoA N-acyltransferases (Nat):	Acyl-CoA N-acyltransferases (Nat)
bisC	14-633	53706	Formate dehydrogenase/DMSO reductase, domains 1-3:	Formate dehydrogenase/DMSO reductase, domains 1-3
    	631-774	50692	ADC-like:	Double psi beta-barrel
ghrB	100-288	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
    	1-133	52283	Formate/glycerate dehydrogenase catalytic domain-like:	Flavodoxin-like
insK	114-273	53098	Ribonuclease H-like:	Ribonuclease H-like motif
glyS	339-511	109604	HD-domain/PDEase-like:	HD-domain/PDEase-like
xylB	2-240	53067	Actin-like ATPase domain:	Ribonuclease H-like motif
    	242-482	53067	Actin-like ATPase domain:	Ribonuclease H-like motif
xylA	4-438	51658	Xylose isomerase-like:	TIM beta/alpha-barrel
xylF	24-318	53822	Periplasmic binding protein-like I:	Periplasmic binding protein-like I
xylG	3-228	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	241-485	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
malS	179-318,374-643	51445	(Trans)glycosidases:	TIM beta/alpha-barrel
avtA	26-411	53383	PLP-dependent transferases:	PLP-dependent transferase-like
ysaA	1-145	54862	4Fe-4S ferredoxins:	Ferredoxin-like
yiaJ	90-272	55781	GAF domain-like:	Profilin-like
    	24-97	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
yiaK	1-332	89733	L-sulfolactate dehydrogenase-like:	L-sulfolactate dehydrogenase-like
yiaL	1-152	51197	Clavaminate synthase-like:	Double-stranded beta-helix
yiaO	129-268	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
lyxK	4-252	53067	Actin-like ATPase domain:	Ribonuclease H-like motif
    	256-488	53067	Actin-like ATPase domain:	Ribonuclease H-like motif
sgbH	2-215	51366	Ribulose-phoshate binding barrel:	TIM beta/alpha-barrel
sgbU	6-277	51658	Xylose isomerase-like:	TIM beta/alpha-barrel
yiaV	60-115,144-165,198-302	111369	HlyD-like secretion proteins:	HlyD-like secretion proteins
aldB	21-505	53720	ALDH-like:	ALDH-like
yiaY	5-382	56796	Dehydroquinate synthase-like:	Dehydroquinate synthase-like
selB	2-165	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	175-256	50447	Translation proteins:	Reductase/isomerase/elongation factor common domain
    	417-484	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
    	551-607	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
    	488-546	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
    	272-351	50465	EF-Tu/eEF-1alpha/eIF2-gamma C-terminal domain:	Elongation factor/aminomethyltransferase common domain
yibA	26-276	48371	ARM repeat:	alpha-alpha superhelix
yibG	49-133	81901	HCP-like:	alpha-alpha superhelix
yibH	60-118,198-267	111369	HlyD-like secretion proteins:	HlyD-like secretion proteins
mtlD	204-381	48179	6-phosphogluconate dehydrogenase C-terminal domain-like:	6-phosphogluconate dehydrogenase C-terminal domain-like
    	1-203	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
lldR	98-230	48008	GntR ligand-binding domain-like:	GntR ligand-binding domain-like
    	6-75	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
lldD	6-375	51395	FMN-linked oxidoreductases:	TIM beta/alpha-barrel
gpmM	79-310	64158	2,3-Bisphosphoglycerate-independent phosphoglycerate mutase, substrate-binding domain:	2,3-Bisphosphoglycerate-independent phosphoglycerate mutase, substrate-binding domain
    	5-79,311-510	53649	Alkaline phosphatase-like:	Alkaline phosphatase-like
yibQ	24-238	88713	Glycoside hydrolase/deacetylase:	7-stranded beta/alpha barrel
waaH	7-225	53448	Nucleotide-diphospho-sugar transferases:	Nucleotide-diphospho-sugar transferases
tdh	1-173	50129	GroES-like:	GroES-like
   F	141-305	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
waaC	1-318	53756	UDP-Glycosyltransferase/glycogen phosphorylase:	UDP-Glycosyltransferase/glycogen phosphorylase
waaU	42-350	53756	UDP-Glycosyltransferase/glycogen phosphorylase:	UDP-Glycosyltransferase/glycogen phosphorylase
waaY	23-71,104-180	56112	Protein kinase-like (PK-like):	Protein kinase-like (PK-like)
waaJ	29-295	53448	Nucleotide-diphospho-sugar transferases:	Nucleotide-diphospho-sugar transferases
waaO	30-300	53448	Nucleotide-diphospho-sugar transferases:	Nucleotide-diphospho-sugar transferases
waaP	34-233	56112	Protein kinase-like (PK-like):	Protein kinase-like (PK-like)
waaG	3-354	53756	UDP-Glycosyltransferase/glycogen phosphorylase:	UDP-Glycosyltransferase/glycogen phosphorylase
waaQ	3-333	53756	UDP-Glycosyltransferase/glycogen phosphorylase:	UDP-Glycosyltransferase/glycogen phosphorylase
mutM	2-138	81624	N-terminal domain of MutM-like DNA repair proteins:	N-terminal domain of MutM-like DNA repair proteins
    	130-222	46946	S13-like H2TH domain:	S13-like H2TH domain
    	217-269	57716	Glucocorticoid receptor-like (DNA-binding domain):	Glucocorticoid receptor-like (DNA-binding domain)
yicR	17-85	47781	RuvA domain 2-like:	SAM domain-like
dut	1-150	51283	dUTPase-like:	beta-clip
ligB	25-305	56091	DNA ligase/mRNA capping enzyme, catalytic domain:	ATP-grasp
    	310-386	50249	Nucleic acid-binding proteins:	OB-fold
    	404-556	47781	RuvA domain 2-like:	SAM domain-like
trmH	4-174	75217	alpha/beta knot:	alpha/beta knot
recG	206-453	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	292-342,508-653	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	9-176	50249	Nucleic acid-binding proteins:	OB-fold
yicI	247-584	51445	(Trans)glycosidases:	TIM beta/alpha-barrel
    	1-247	74650	Galactose mutarotase-like:	Supersandwich
    	586-664	51011	Glycosyl hydrolase domain:	Glycosyl hydrolase domain
    	666-772	117125	Putative glucosidase YicI, C-terminal domain:	Putative glucosidase YicI, C-terminal domain
setC	16-392	103473	MFS general substrate transporter:	MFS general substrate transporter
yicL	191-296	103481	Multidrug resistance efflux transporter EmrE:	Multidrug resistance efflux transporter EmrE
    	43-148	103481	Multidrug resistance efflux transporter EmrE:	Multidrug resistance efflux transporter EmrE
nepI	14-391	103473	MFS general substrate transporter:	MFS general substrate transporter
adeD	85-333	51556	Metallo-dependent hydrolases:	TIM beta/alpha-barrel
    	22-85,333-354	51338	Composite domain of metallo-dependent hydrolases:	Composite domain of metallo-dependent hydrolases
uhpC	17-432	103473	MFS general substrate transporter:	MFS general substrate transporter
uhpB	385-496	55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase:	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
ilvB	366-560	52518	Thiamin diphosphate-binding fold (THDP-binding):	Thiamin diphosphate-binding fold (THDP-binding)
    	10-185	52518	Thiamin diphosphate-binding fold (THDP-binding):	Thiamin diphosphate-binding fold (THDP-binding)
    	165-361	52467	DHS-like NAD/FAD-binding domain:	DHS-like NAD/FAD-binding domain
yidJ	2-440	53649	Alkaline phosphatase-like:	Alkaline phosphatase-like
cbrA	3-168,251-309	51905	FAD/NAD(P)-binding domain:	FAD/NAD(P)-binding domain
dgoA	2-204	51569	Aldolase:	TIM beta/alpha-barrel
mnmE	121-220,379-454	116878	TrmE connector domain:	Four-helical up-and-down bundle
    	72-152,188-372	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
yidZ	98-314	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
    	7-81	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
yieH	3-212	56784	HAD-like:	HAD-like
yieK	1-237	100950	NagB/RpiA/CoA transferase-like:	NagB/RpiA/CoA transferase-like
yieL	136-389	53474	alpha/beta-Hydrolases:	alpha/beta-Hydrolases
    	45-109	81296	E set domains:	Immunoglobulin-like beta-sandwich
bglH	125-538	56935	Porins:	Transmembrane beta-barrels
bglB	2-456	51445	(Trans)glycosidases:	TIM beta/alpha-barrel
bglF	477-623	51261	Duplicated hybrid motif:	Barrel-sandwich hybrid
    	3-77	55604	Glucose permease domain IIB:	Homing endonuclease-like
bglG	61-167	63520	PTS-regulatory domain, PRD:	PTS-regulatory domain, PRD
    	173-275	63520	PTS-regulatory domain, PRD:	PTS-regulatory domain, PRD
    	3-55	50151	SacY-like RNA-binding domain:	GroES-like
pstA	35-286	161098	MetI-like:	MetI-like
glmU	6-251	53448	Nucleotide-diphospho-sugar transferases:	Nucleotide-diphospho-sugar transferases
    	256-451	51161	Trimeric LpxA-like enzymes:	Single-stranded left-handed beta-helix
mioC	1-142	52218	Flavoproteins:	Flavodoxin-like
viaA	318-459	53300	vWA-like:	vWA-like
ravA	12-264	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
rbsD	1-139	102546	RbsD-like:	RbsD-like
rbsB	26-295	53822	Periplasmic binding protein-like I:	Periplasmic binding protein-like I
hsrA	13-195,245-457	103473	MFS general substrate transporter:	MFS general substrate transporter
yifB	188-503	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	11-169	54211	Ribosomal protein S5 domain 2-like:	Ribosomal protein S5 domain 2-like
ilvD	3-420	143975	IlvD/EDD N-terminal domain-like:	IlvD/EDD N-terminal domain-like
    	421-610	52016	LeuD/IlvD-like:	The "swivelling" beta/beta/alpha domain
ilvA	25-318	53686	Tryptophan synthase beta subunit-like PLP-dependent enzymes:	Tryptophan synthase beta subunit-like PLP-dependent enzymes
    	336-423	55021	ACT-like:	Ferredoxin-like
    	420-512	55021	ACT-like:	Ferredoxin-like
ilvY	89-295	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
    	1-111	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
ilvC	30-209	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
    	210-341	48179	6-phosphogluconate dehydrogenase C-terminal domain-like:	6-phosphogluconate dehydrogenase C-terminal domain-like
    	350-481	48179	6-phosphogluconate dehydrogenase C-terminal domain-like:	6-phosphogluconate dehydrogenase C-terminal domain-like
rep	2-636	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
gpp	307-493	109604	HD-domain/PDEase-like:	HD-domain/PDEase-like
    	132-300	53067	Actin-like ATPase domain:	Ribonuclease H-like motif
    	7-128	53067	Actin-like ATPase domain:	Ribonuclease H-like motif
wzzE	54-318	160355	Bacterial polysaccharide co-polymerase-like:	Ferredoxin-like
wecB	1-373	53756	UDP-Glycosyltransferase/glycogen phosphorylase:	UDP-Glycosyltransferase/glycogen phosphorylase
wecC	5-198	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
    	206-298	48179	6-phosphogluconate dehydrogenase C-terminal domain-like:	6-phosphogluconate dehydrogenase C-terminal domain-like
    	311-419	52413	UDP-glucose/GDP-mannose dehydrogenase C-terminal domain:	Adenine nucleotide alpha hydrolase-like
rffG	1-339	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
rffC	43-218	55729	Acyl-CoA N-acyltransferases (Nat):	Acyl-CoA N-acyltransferases (Nat)
wecE	2-375	53383	PLP-dependent transferases:	PLP-dependent transferase-like
aslB	20-352	102114	Radical SAM enzymes:	TIM beta/alpha-barrel
aslA	83-542	53649	Alkaline phosphatase-like:	Alkaline phosphatase-like
hemD	1-245	69618	HemD-like:	HemD-like
hemC	6-217	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
    	220-295	54782	Porphobilinogen deaminase (hydroxymethylbilane synthase), C-terminal domain:	dsRBD-like
yigL	1-264	56784	HAD-like:	HAD-like
metR	87-291	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
    	2-109	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
metE	391-751	51726	UROD/MetE-like:	TIM beta/alpha-barrel
    	5-389	51726	UROD/MetE-like:	TIM beta/alpha-barrel
ysgA	33-265	53474	alpha/beta-Hydrolases:	alpha/beta-Hydrolases
tatD	1-256	51556	Metallo-dependent hydrolases:	TIM beta/alpha-barrel
fadA	1-259	53901	Thiolase-like:	Thiolase-like
    	262-386	53901	Thiolase-like:	Thiolase-like
fadB	3-303	52096	ClpP/crotonase:	ClpP/crotonase
    	314-495	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
    	495-639	48179	6-phosphogluconate dehydrogenase C-terminal domain-like:	6-phosphogluconate dehydrogenase C-terminal domain-like
    	622-714	48179	6-phosphogluconate dehydrogenase C-terminal domain-like:	6-phosphogluconate dehydrogenase C-terminal domain-like
yigZ	3-131	54211	Ribosomal protein S5 domain 2-like:	Ribosomal protein S5 domain 2-like
    	136-203	54980	EF-G C-terminal domain-like:	Ferredoxin-like
mobB	7-172	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
mobA	7-183	53448	Nucleotide-diphospho-sugar transferases:	Nucleotide-diphospho-sugar transferases
srkA	6-327	56112	Protein kinase-like (PK-like):	Protein kinase-like (PK-like)
yihG	19-296	69593	Glycerol-3-phosphate (1)-acyltransferase:	Glycerol-3-phosphate (1)-acyltransferase
glnG	139-382	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	6-185	52172	CheY-like:	Flavodoxin-like
    	380-469	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
yihN	3-414	103473	MFS general substrate transporter:	MFS general substrate transporter
ompL	19-230	56935	Porins:	Transmembrane beta-barrels
yihO	16-441	103473	MFS general substrate transporter:	MFS general substrate transporter
yihP	22-444	103473	MFS general substrate transporter:	MFS general substrate transporter
yihQ	235-583	51445	(Trans)glycosidases:	TIM beta/alpha-barrel
    	9-225	74650	Galactose mutarotase-like:	Supersandwich
    	585-663	51011	Glycosyl hydrolase domain:	Glycosyl hydrolase domain
yihR	17-301	74650	Galactose mutarotase-like:	Supersandwich
yihS	3-409	48208	Six-hairpin glycosidases:	alpha/alpha toroid
yihT	3-288	51569	Aldolase:	TIM beta/alpha-barrel
yihU	1-160	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
    	163-286	48179	6-phosphogluconate dehydrogenase C-terminal domain-like:	6-phosphogluconate dehydrogenase C-terminal domain-like
yihV	1-293	53613	Ribokinase-like:	Ribokinase-like
yihW	79-239	100950	NagB/RpiA/CoA transferase-like:	NagB/RpiA/CoA transferase-like
    	9-80	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
fdhE	24-306	144020	FdhE-like:	FdhE-like
fdhD	22-275	53927	Cytidine deaminase-like:	Cytidine deaminase-like
frvR	453-580	55804	Phoshotransferase/anion transport protein:	Phoshotransferase/anion transport protein
    	1-42	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
frvX	3-76,167-347	53187	Zn-dependent exopeptidases:	Phosphorylase/hydrolase-like
    	66-175	101821	Aminopeptidase/glucanase lid domain:	Domain of alpha and beta subunits of F1 ATP synthase-like
rhaM	2-103	54909	Dimeric alpha+beta barrel:	Ferredoxin-like
rhaD	1-271	53639	AraD/HMP-PK domain-like:	AraD/HMP-PK domain-like
rhaA	4-418	51658	Xylose isomerase-like:	TIM beta/alpha-barrel
rhaB	7-245	53067	Actin-like ATPase domain:	Ribonuclease H-like motif
    	252-472	53067	Actin-like ATPase domain:	Ribonuclease H-like motif
rhaR	7-154	51182	RmlC-like cupins:	Double-stranded beta-helix
    	228-276	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
    	177-227	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
sodA	95-204	54719	Fe,Mn superoxide dismutase (SOD), C-terminal domain:	Fe,Mn superoxide dismutase (SOD), C-terminal domain
    	1-90	46609	Fe,Mn superoxide dismutase (SOD), N-terminal domain:	Long alpha-hairpin
cdh	31-249	54197	HIT-like:	HIT-like
hslU	3-441	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
ftsN	244-314	110997	Sporulation related repeat:	Ferredoxin-like
priA	214-440,503-601	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
yiiX	19-195	54001	Cysteine proteinases:	Cysteine proteinases
metB	6-383	53383	PLP-dependent transferases:	PLP-dependent transferase-like
metF	22-294	51730	FAD-linked oxidoreductase:	TIM beta/alpha-barrel
katG	29-429	48113	Heme-dependent peroxidases:	Heme-dependent peroxidases
    	435-725	48113	Heme-dependent peroxidases:	Heme-dependent peroxidases
fsaB	1-216	51569	Aldolase:	TIM beta/alpha-barrel
ptsA	366-661	51621	Phosphoenolpyruvate/pyruvate domain:	TIM beta/alpha-barrel
    	689-828	55804	Phoshotransferase/anion transport protein:	Phoshotransferase/anion transport protein
    	236-355	52009	Phosphohistidine domain:	The "swivelling" beta/beta/alpha domain
    	147-254	47831	Enzyme I of the PEP:sugar phosphotransferase system HPr-binding (sub)domain:	SAM domain-like
    	5-89	55594	HPr-like:	HPr-like
pflD	1-764	51998	PFL-like glycyl radical enzymes:	PFL-like glycyl radical enzymes
pflC	74-257	102114	Radical SAM enzymes:	TIM beta/alpha-barrel
    	23-94	54862	4Fe-4S ferredoxins:	Ferredoxin-like
yijO	222-273	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
eptC	235-554	53649	Alkaline phosphatase-like:	Alkaline phosphatase-like
argB	6-256	53633	Carbamate kinase-like:	Carbamate kinase-like
argH	13-452	48557	L-aspartase-like:	L-aspartase-like
murI	130-235	53681	Aspartate/glutamate racemase:	ATC-like
    	24-125	53681	Aspartate/glutamate racemase:	ATC-like
   F	186-243	-7	CATH:	
murB	2-193	56176	FAD-binding/transporter-associated domain-like:	FAD-binding/transporter-associated domain-like
    	214-330	56194	Uridine diphospho-N-Acetylenolpyruvylglucosamine reductase, MurB, C-terminal domain:	Uridine diphospho-N-Acetylenolpyruvylglucosamine reductase, MurB, C-terminal domain
    	200-327	-8	ECOD:	
birA	69-268	55681	Class II aaRS and biotin synthetases:	Class II aaRS and biotin synthetases
    	3-60	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
    	271-317	50037	C-terminal domain of transcriptional repressors:	SH3-like barrel
thiH	36-363	102114	Radical SAM enzymes:	TIM beta/alpha-barrel
thiG	1-235	110399	ThiG-like:	TIM beta/alpha-barrel
thiS	1-66	54285	MoaD/ThiS:	beta-Grasp (ubiquitin-like)
hemE	1-352	51726	UROD/MetE-like:	TIM beta/alpha-barrel
zraS	300-456	55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase:	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
    	35-152	103190	Sensory domain-like:	Profilin-like
    	231-307	47384	Homodimeric domain of signal transducing histidine kinase:	ROP-like
zraR	141-385	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	4-185	52172	CheY-like:	Flavodoxin-like
    	399-440	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
purD	104-323	56059	Glutathione synthetase ATP-binding domain-like:	ATP-grasp
    	1-103	52440	PreATP-grasp domain:	PreATP-grasp domain
    	329-424	51246	Rudiment single hybrid motif:	Barrel-sandwich hybrid
yjaB	3-139	55729	Acyl-CoA N-acyltransferases (Nat):	Acyl-CoA N-acyltransferases (Nat)
metA	17-297	52317	Class I glutamine amidotransferase-like:	Flavodoxin-like
aceB	9-532	51645	Malate synthase G:	TIM beta/alpha-barrel
arpA	372-620	48403	Ankyrin repeat:	beta-hairpin-alpha-hairpin repeat
rluF	69-229	55120	Pseudouridine synthase:	Pseudouridine synthase
    	7-62	55174	Alpha-L RNA-binding motif:	Alpha-L RNA-binding motif
lysC	4-292	53633	Carbamate kinase-like:	Carbamate kinase-like
    	297-393	55021	ACT-like:	Ferredoxin-like
    	372-448	55021	ACT-like:	Ferredoxin-like
yjbF	20-208	159270	YmcC-like:	YmcC-like
xylE	6-475	103473	MFS general substrate transporter:	MFS general substrate transporter
lamB	26-446	56935	Porins:	Transmembrane beta-barrels
ubiC	6-165	64288	Chorismate lyase-like:	Chorismate lyase-like
dusA	12-320	51395	FMN-linked oxidoreductases:	TIM beta/alpha-barrel
qorA	113-275	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
    	5-144	50129	GroES-like:	GroES-like
tyrB	1-397	53383	PLP-dependent transferases:	PLP-dependent transferase-like
