Gene	Frame ID	Synonyms	Location	Complex	Cofactors	Essentiality (Lb Lennox)	Copy Number in Neidhardt EZ rich defined medium (molecules/cell)	Molecular Weight (from nucleotide sequece)	Mass (fg)	Overall # of Subunits	Unique Subunits	pI
ybjS	G6453	None	cytosol	Monomer	None	Growth	404	38.086	0.025550289	1	1	8.627
ybjT	G6454	None	inner membrane	Monomer	None	Growth	60	53.707	0.005350954	1	1	8.939
ybjX	G6460	None	cytosol	Monomer	None	Growth	2797	38.358	0.178154793	1	1	9.486
ycaD	EG11242	None	inner membrane	Monomer	None	Growth	291	41.432	0.020020641	1	1	9.676
ycaI	EG12375	None	inner membrane	Monomer	None	Growth	No Info Available	84.474	No Info Available	1	1	8.293
ycaK	EG12702	None	cytosol	Monomer	None	Growth	154	23.036	0.005890835	1	1	5.116
ycaL	G6470	None	"inner membrane, periplasmic space, extracellular space"	Monomer	None	Growth	52	26.74	0.002308946	1	1	7.251
ycaM	G6466	None	inner membrane	Monomer	None	Growth	14	52.496	0.001220403	1	1	9.308
ycaN	G6467	None	cytosol	Monomer	None	Growth	23	34.294	0.00130977	1	1	6.225
ycaO	G6468	protein involved in β-methylthiolation of ribosomal protein S12	cytosol	Monomer	None	Growth	4641	65.652	0.505951188	1	1	4.232
ycaP	G6469	None	inner membrane	Monomer	None	Growth	No Info Available	26.282	No Info Available	1	1	6.055
ycaQ	G6471	None	cytosol	Monomer	None	Growth	No Info Available	47.656	No Info Available	1	1	8.434
ycaR	G6472	None	cytosol	Monomer	None	Growth	6875	6.855	0.078258091	1	1	4.772
ycbF	EG12397	None	periplasmic space	Monomer	None	Growth	No Info Available	25.853	No Info Available	1	1	9.885
ycbJ	G6473	None	cytosol	Monomer	None	Growth	16	34.488	0.000916299	1	1	6.763
ycbU	G6484	None	"extracellular space, pilus"	Monomer	None	Growth	No Info Available	18.914	No Info Available	1	1	4.788
ycbV	G6485	None	"extracellular space, pilus"	Monomer	None	Growth	No Info Available	18.512	No Info Available	1	1	5.088
ycbX	G6487	protein involved in base analog detoxification	periplasmic space	Monomer	None	Growth	649	40.644	0.043801626	1	1	7.431
ycbZ	G6493	None	cytosol	Monomer	None	Growth	700	65.819	0.076506513	1	1	4.553
yccA	EG11113	None	inner membrane	Monomer	None	Growth	8269	23.363	0.320797291	1	1	8.859
yccE	EG12196	None	Unknown	Monomer	None	Growth	No Info Available	48.355	No Info Available	1	1	4.321
yccF	G6496	None	inner membrane	Monomer	None	Growth	802	16.275	0.021674269	1	1	9.328
yccJ	EG12703	None	cytosol	Monomer	None	Growth	168	8.524	0.002377945	1	1	4.564
yccM	G6513	None	inner membrane	Monomer	None	Growth	No Info Available	40.097	No Info Available	1	1	9.631
yccS	G6495	None	inner membrane	Monomer	None	Growth	247	81.668	0.033496387	1	1	6.9
yccT	G6498	None	cytosol	Monomer	None	Growth	No Info Available	24.594	No Info Available	1	1	5.194
yccU	G6499	None	cytosol	Monomer	None	Growth	1919	14.701	0.046845831	1	1	7.152
yccX	G6502	None	cytosol	Monomer	None	Growth	192	10.3	0.003283882	1	1	8.508
ycdF	G6516	None	Unknown	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
ycdU	G6536	None	inner membrane	Monomer	None	Growth	No Info Available	38.668	No Info Available	1	1	9.48
ycdY	G6541	protein involved in maturation of YcdX	cytosol	Monomer	None	Growth	2564	20.724	0.08823496	1	1	4.028
ycdZ	G6542	nupT	inner membrane	Monomer	None	Growth	205	17.074	0.005812169	1	1	9.087
yceB	EG11117	None	inner membrane	Monomer	None	Growth	572	20.5	0.019471481	1	1	6.254
yceD	EG11119	G30K	cytosol	Monomer	None	Growth	5980	19.315	0.191798403	1	1	4.302
yceF	EG11438	None	cytosol	Monomer	None	Growth	720	21.691	0.025933502	1	1	5.995
yceH	EG11537	None	cytosol	Monomer	None	Growth	813	24.177	0.032639391	1	1	4.869
yceI	EG11820	None	periplasmic space	Monomer	None	Growth	587	20.912	0.020383688	1	1	5.59
yceJ	G6554	None	inner membrane	Monomer	None	Growth	No Info Available	20.736	No Info Available	1	1	9.018
yceK	EG12689	None	outer membrane	Monomer	None	Growth	62	8.443	0.000869236	1	1	5.885
yceM	G6560	"mviM; putative oxidoreductase, NAD(P)-binding Rossmann-fold domain"	cytosol	Monomer	None	Growth	154	33.681	0.008613007	1	1	6.966
yceO	G6555	small protein involved in biofilm formation and acid stress response	inner membrane	Monomer	None	Growth	No Info Available	5.897	No Info Available	1	1	8.772
yceQ	G6563	None	Unknown	Monomer	None	No Growth	No Info Available	12.1	No Info Available	1	1	8.49
ycfH	EG12303	None	cytosol	Monomer	None	Growth	1428	29.809	0.070684584	1	1	5.116
ycfJ	EG12444	None	inner membrane	Monomer	None	Growth	30	18.92	0.000942522	1	1	9.408
ycfK	EG12877	stfP	Unknown	Monomer	None	Growth	No Info Available	22.02	No Info Available	1	1	No Info Available
ycfL	G6564	None	Unknown	Monomer	None	Growth	141	13.981	0.003273455	1	1	7.261
ycfP	G6568	None	cytosol	Monomer	None	Growth	1741	21.226	0.061364334	1	1	6.289
ycfT	G6572	None	inner membrane	Monomer	None	Growth	No Info Available	40.834	No Info Available	1	1	9.455
ycfZ	G6578	None	inner membrane	Monomer	None	Growth	No Info Available	28.865	No Info Available	1	1	8.791
ycgB	EG11516	None	cytosol	Monomer	None	Growth	No Info Available	60.814	No Info Available	1	1	5.722
ycgH	G6609	b1169; b1170; YcgH_1	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	No Info Available
ycgI	G0-10444	ymgH; b1173; ECK1160	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	9.539
ycgJ	G6614	None	Unknown	Monomer	None	Growth	461	13.414	0.010268531	1	1	5.215
ycgL	G6616	None	Unknown	Monomer	None	Growth	2328	12.414	0.047989233	1	1	8.128
ycgM	G6617	None	cytosol	Monomer	None	Growth	304	23.711	0.011969405	1	1	6.023
ycgN	G6618	None	cytosol	Monomer	None	Growth	714	17.91	0.021234542	1	1	4.775
ycgR	G6623	molecular brake that regulates flagellar motility in response to c-di-GMP	cell projection	Monomer	None	Growth	No Info Available	27.857	No Info Available	1	1	9.133
ycgV	G6629	None	membrane	Monomer	None	Growth	No Info Available	99.685	No Info Available	1	1	4.881
ycgX	G6601	None	Unknown	Monomer	None	Growth	64	15.769	0.001675843	1	1	9.117
ycgY	G6625	None	Unknown	Monomer	None	Growth	No Info Available	16.695	No Info Available	1	1	5.32
ycgZ	G6604	None	Unknown	Monomer	None	Growth	232	8.769	0.003378214	1	1	6.576
ychA	EG11251	sirB1	cytosol	Monomer	None	Growth	361	30.841	0.018487779	1	1	No Info Available
ychE	EG11342	None	inner membrane	Monomer	None	Growth	188	23.521	0.007342817	1	1	9.803
ychH	EG11533	None	Unknown	Monomer	None	Growth	100	10.486	0.001741241	1	1	10.559
ychJ	EG12119	None	cytosol	Monomer	None	Growth	836	16.99	0.023585699	1	1	6.949
ychN	EG12404	None	cytosol	Monomer	None	Growth	2551	12.693	0.053767993	1	1	4.877
ychO	EG12405	ychP	"outer membrane, periplasmic space"	Monomer	None	Growth	26	52.1	0.002249366	1	1	5.061
ychQ	G6630	sirB2	inner membrane	Monomer	None	Growth	48	14.639	0.001166814	1	1	No Info Available
ychS	G6631	None	Unknown	Monomer	None	No Info Available	No Info Available	9.607	No Info Available	1	1	8.787
ychT	G0-17017	None	Unknown	Monomer	None	No Info Available	No Info Available	1.882	No Info Available	1	1	No Info Available
yciA	EG11121	None	cytosol	Monomer	None	Growth	2781	14.231	0.065718176	1	1	7.695
yciB	EG11122	None	inner membrane	Monomer	None	Growth	1148	20.79	0.039631952	1	1	9.833
yciC	EG11123	None	inner membrane	Monomer	None	Growth	1029	26.419	0.045142005	1	1	10.187
yciE	EG11125	None	cytosol	Monomer	None	Growth	24	18.961	0.000755652	1	1	4.813
yciG	EG11127	None	cytosol	Monomer	None	Growth	No Info Available	6.002	No Info Available	1	1	10.227
yciH	EG11128	None	cytosol	Monomer	None	Growth	1768	11.396	0.033456753	1	1	9.595
yciI	EG11607	None	cytosol	Monomer	None	Growth	1251	10.602	0.022023899	1	1	5.107
yciK	EG11759	None	cytosol	Monomer	None	Growth	479	27.933	0.022217858	1	1	7.612
yciN	EG12868	None	cytosol	Monomer	None	Growth	5534	9.386	0.086251925	1	1	5.46
yciO	G6635	None	cytosol	Monomer	None	Growth	1415	23.212	0.054540372	1	1	6.055
yciQ	G6636	yciP	inner membrane	Monomer	None	Growth	No Info Available	71.289	No Info Available	1	1	7.828
yciT	G6638	deoT	cytosol	Monomer	None	Growth	1461	27.603	0.06696619	1	1	6.123
yciU	G6633	None	cytosol	Monomer	None	Growth	1564	12.687	0.032949193	1	1	3.779
yciV	G6634	trpH; RNase AM	cytosol	Monomer	None	Growth	104	32.58	0.005626438	1	1	6.538
yciW	G6640	None	Unknown	Monomer	None	Growth	10	42.22	0.00070108	1	1	6.072
yciX	G0-10513	yciX_2	Unknown	Monomer	None	Growth	744	6.338	0.007830225	1	1	3.85
yciY	G0-8891	None	Unknown	Monomer	None	No Info Available	3200	7.102	0.037738074	1	1	12.361
yciZ	G0-10591	deoL	Unknown	Monomer	None	No Info Available	198	6.441	0.002117715	1	1	4.386
ycjD	G6641	None	Unknown	Monomer	None	Growth	No Info Available	13.989	No Info Available	1	1	9.142
ycjF	EG12870	None	inner membrane	Monomer	None	Growth	284	39.392	0.018576995	1	1	8.576
ycjG	G6661	ycjH	cytosol	Monomer	None	Growth	96	34.674	0.005527443	1	1	4.833
ycjM	G6647	ggaP; putative glucosyltransferase; α-amylase catalytic domain family protein YcjM	cytosol	Monomer	None	Growth	No Info Available	64.186	No Info Available	1	1	6.033
ycjQ	G6651	"putative oxidoreductase, Zn-dependent and NAD(P)-binding; putative zinc-binding dehydrogenase YcjQ"	cytosol	Monomer	None	Growth	No Info Available	38.216	No Info Available	1	1	5.467
ycjR	G6652	dte; putative ketohexose-3-epimerase YcjR; 3-ketohexose 4-epimerase	cytosol	Monomer	None	Growth	No Info Available	29.832	No Info Available	1	1	5.25
ycjS	G6653	None	Unknown	Monomer	None	Growth	No Info Available	38.652	No Info Available	1	1	5.711
ycjT	G6654	None	cytosol	Monomer	None	Growth	No Info Available	84.867	No Info Available	1	1	5.51
ycjU	G6655	pgmB	cytosol	Monomer	Mg2+ 	Growth	No Info Available	23.565	No Info Available	1	1	5.289
ycjW	G6658	putative LacI-type DNA-binding transcriptional regulator YcjW	cytosol	Monomer	None	Growth	88	36.134	0.005280169	1	1	5.834
ycjX	G6659	None	cytosol	Monomer	None	Growth	No Info Available	52.61	No Info Available	1	1	8.059
ycjY	G6663	None	Unknown	Monomer	None	Growth	25	33.659	0.001397302	1	1	4.907
ydaE	G0-9081	None	Unknown	Monomer	None	Growth	No Info Available	6.584	No Info Available	1	1	7.659
ydaF	G0-10448	None	Unknown	Monomer	None	Growth	No Info Available	5.769	No Info Available	1	1	9.077
ydaG	G6679	None	cytosol	Monomer	None	Growth	No Info Available	5.194	No Info Available	1	1	4.697
ydaS	G6681	Rac prophage; putative DNA-binding transcriptional regulator YdaS	Unknown	Monomer	None	Growth	No Info Available	10.976	No Info Available	1	1	8.521
ydaT	G6682	None	Unknown	Monomer	None	Growth	No Info Available	15.743	No Info Available	1	1	7.421
ydaU	G6683	None	cytosol	Monomer	None	Growth	No Info Available	32.509	No Info Available	1	1	8.983
ydaV	G6684	None	cytosol	Monomer	None	Growth	No Info Available	28.128	No Info Available	1	1	9.271
ydaW	G6685	None	cytosol	Monomer	None	Growth	No Info Available	20.05	No Info Available	1	1	5.962
ydaY	G6689	None	Unknown	Monomer	None	Growth	No Info Available	13.473	No Info Available	1	1	5.322
ydbA	G6722	b1401; b1405; YdbA_1	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	4.123
ydbD	EG11310	protein involved in detoxification of methylglyoxal	inner membrane	Monomer	None	Growth	No Info Available	86.716	No Info Available	1	1	5.181
ydbH	G6703	None	inner membrane	Monomer	None	Growth	90	96.835	0.014471847	1	1	5.702
ydbJ	G0-10450	None	periplasmic space	Monomer	None	Growth	1254	8.696	0.01810782	1	1	7.455
ydbK	G6701	pfo	Unknown	Monomer	thiamine diphosphate 	Growth	924	128.82	0.197653431	1	1	5.512
ydbL	G6705	None	Unknown	Monomer	None	Growth	190	11.878	0.003747538	1	1	9.656
ydcA	EG11219	None	Unknown	Monomer	None	Growth	83	5.86	0.000807653	1	1	9.63
ydcC	EG11526	None	cytosol	Monomer	None	No Info Available	No Info Available	43.079	No Info Available	1	1	7.078
ydcD	EG11760	None	Unknown	Monomer	None	Growth	No Info Available	18.907	No Info Available	1	1	8.742
ydcF	EG12110	None	"inner membrane, cytosol"	Monomer	None	Growth	485	29.706	0.023924067	1	1	5.57
ydcH	EG12865	None	Unknown	Monomer	None	Growth	67	8.878	0.000987732	1	1	9.593
ydcI	G6737	None	cytosol	Monomer	None	Growth	458	33.402	0.025403119	1	1	7.826
ydcJ	G6738	None	cytosol	Monomer	None	Growth	No Info Available	51.043	No Info Available	1	1	5.301
ydcK	G6741	None	cytosol	Monomer	None	Growth	No Info Available	35.849	No Info Available	1	1	4.957
ydcL	G6742	None	"periplasmic space, inner membrane"	Monomer	None	Growth	540	24.427	0.021903473	1	1	8.339
ydcO	G6744	None	inner membrane	Monomer	None	Growth	No Info Available	40.583	No Info Available	1	1	8.361
ydcR	G6750	None	cytosol	Monomer	None	Growth	213	52.793	0.01867261	1	1	8.737
ydcY	G6757	None	cytosol	Monomer	None	Growth	5960	8.8	0.087091952	1	1	5.699
ydcZ	G6758	None	inner membrane	Monomer	None	Growth	28	15.855	0.00073718	1	1	11.518
yddA	EG11742	None	inner membrane	Monomer	None	Growth	No Info Available	64.985	No Info Available	1	1	9.438
yddB	EG11743	None	outer membrane	Monomer	None	Growth	19	89.283	0.0028169	1	1	6.153
yddE	EG11825	None	cytosol	Monomer	None	Growth	234	32.319	0.012558069	1	1	5.989
yddG	EG12713	None	inner membrane	Monomer	None	Growth	138	31.539	0.0072273	1	1	8.678
yddH	G6769	None	cytosol	Monomer	None	Growth	No Info Available	20.967	No Info Available	1	1	5.747
yddJ	G6771	None	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	4.684
yddK	G6772	None	extracellular space	Monomer	None	Growth	No Info Available	36.241	No Info Available	1	1	6.02
yddL	G6773	putative truncated Porin_1 family protein YddL	outer membrane	Monomer	None	Growth	No Info Available	10.736	No Info Available	1	1	7.325
yddM	G6774	None	cytosol	Monomer	None	Growth	252	10.401	0.004352359	1	1	8.964
digH	G6785	yddW	"periplasmic space, inner membrane"	Monomer	None	Growth	282	49.574	0.023214117	1	1	9.348
yddY	G0-16740	None	Unknown	Monomer	None	No Info Available	No Info Available	1.481	No Info Available	1	1	No Info Available
sotB	EG11636	arabinose MFS transporter; ydeA	inner membrane	Monomer	None	Growth	202	42.538	0.014268474	1	1	No Info Available
ydeE	EG11640	ydeF	inner membrane	Monomer	None	Growth	43	42.659	0.003045988	1	1	9.411
ydeI	EG11644	stress response protein	periplasmic space	Monomer	None	Growth	No Info Available	14.121	No Info Available	1	1	6.658
ydeJ	EG11645	None	cytosol	Monomer	None	Growth	No Info Available	18.321	No Info Available	1	1	4.604
ydeM	G6787	None	cytosol	Monomer	None	Growth	No Info Available	44.518	No Info Available	1	1	7.76
ydeN	G6788	None	periplasmic space	Monomer	None	Growth	24	62.802	0.002502844	1	1	5.752
ydeO	G6789	None	cytosol	Monomer	None	Growth	No Info Available	28.725	No Info Available	1	1	8.793
ydeP	G6791	acid resistance protein	periplasmic space	Monomer	None	Growth	22	83.495	0.003050228	1	1	6.438
ydeQ	G6792	None	"extracellular space, pilus"	Monomer	None	Growth	No Info Available	32.07	No Info Available	1	1	7.571
ydeR	G6793	None	"extracellular space, pilus"	Monomer	None	Growth	No Info Available	18.144	No Info Available	1	1	6.21
ydeS	G6794	None	"extracellular space, pilus"	Monomer	None	Growth	No Info Available	18.949	No Info Available	1	1	5.787
ydeT	G6795	"fmlC; fimbrial usher protein, C-terminal fragment"	outer membrane	Monomer	None	Growth	No Info Available	41.616	No Info Available	1	1	6.327
ydfA	EG11300	None	Unknown	Monomer	None	Growth	No Info Available	5.792	No Info Available	1	1	4.947
ydfB	EG11301	None	cytosol	Monomer	None	No Growth	No Info Available	4.688	No Info Available	1	1	3.889
ydfC	EG11302	None	Unknown	Monomer	None	Growth	83	8.35	0.001150837	1	1	4.877
ydfD	EG11303	None	Unknown	Monomer	None	Growth	No Info Available	6.842	No Info Available	1	1	4.553
ydfE	EG11304	None	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	4.89
rspR	G6814	ydfH	cytosol	Monomer	None	Growth	519	26.565	0.022894242	1	1	No Info Available
ydfI	G6816	None	cytosol	Monomer	None	Growth	43	53.685	0.00383328	1	1	5.363
ydfJ	G6817	ydfJ_2	inner membrane	Monomer	None	Growth	No Info Available	46.267	No Info Available	1	1	9.239
ydfK	G6818	None	Unknown	Monomer	None	No Info Available	No Info Available	8.778	No Info Available	1	1	9.907
ydfO	G6822	None	Unknown	Monomer	None	Growth	No Info Available	16.497	No Info Available	1	1	9.958
ydfR	G6828	None	cytosol	Monomer	None	Growth	No Info Available	12.091	No Info Available	1	1	5.579
ydfT	G6830	quuQ	cytosol	Monomer	None	Growth	19	27.926	0.000881072	1	1	No Info Available
ydfU	G6831	None	cytosol	Monomer	None	Growth	No Info Available	39.26	No Info Available	1	1	7.751
ydfV	G6832	None	Unknown	Monomer	None	Growth	No Info Available	11.308	No Info Available	1	1	10.08
ydfW	G6834	intK	Unknown	Monomer	None	Growth	No Info Available	5.881	No Info Available	1	1	10.462
ydfX	G6835	None	Unknown	Monomer	None	Growth	No Info Available	10.976	No Info Available	1	1	8.181
ydfZ	G6815	None	cytosol	Monomer	None	Growth	265	7.276	0.003201752	1	1	8.231
ydgC	G6863	None	inner membrane	Monomer	None	Growth	152	12.323	0.003110349	1	1	9.585
ydgD	G6856	None	Unknown	Monomer	None	Growth	103	29.277	0.005007407	1	1	5.893
ydgH	G6860	None	Unknown	Monomer	None	Growth	4472	33.903	0.251761325	1	1	9.476
ydgI	G6861	arcD	inner membrane	Monomer	None	Growth	275	49.501	0.022604544	1	1	8.502
ydgJ	G6868	None	cytosol	Monomer	None	Growth	344	38.257	0.021853371	1	1	5.51
ydgK	G6870	rsxP	inner membrane	Monomer	None	Growth	425	16.319	0.011516793	1	1	10.789
ydgU	G0-10593	None	inner membrane	Monomer	None	No Info Available	No Info Available	3.236	No Info Available	1	1	9.278
ydgV	G0-17023	None	Unknown	Monomer	None	No Info Available	No Info Available	3.906	No Info Available	1	1	No Info Available
ydhB	EG12140	None	cytosol	Monomer	None	Growth	114	35.25	0.006672876	1	1	4.987
ydhC	EG12141	YdhC MFS transporter	inner membrane	Monomer	None	Growth	785	43.367	0.056529888	1	1	8.788
ydhF	G6887	None	cytosol	Monomer	None	Growth	897	33.676	0.050160521	1	1	5.885
ydhI	G6883	None	inner membrane	Monomer	None	Growth	237	8.891	0.003499033	1	1	7.904
ydhJ	G6884	None	inner membrane	Monomer	None	Growth	196	31.496	0.010250866	1	1	8.075
ydhK	G6885	None	inner membrane	Monomer	None	Growth	33	75.267	0.004124465	1	1	9.426
ydhL	G6888	None	cytosol	Monomer	None	Growth	No Info Available	9.359	No Info Available	1	1	8.248
ydhP	G6893	None	inner membrane	Monomer	None	Growth	130	40.064	0.008648619	1	1	10.444
ydhQ	G6894	None	Unknown	Monomer	None	Growth	1192	42.876	0.084867148	1	1	4.278
ydhS	G6896	None	Unknown	Monomer	None	Growth	No Info Available	60.755	No Info Available	1	1	5.013
ydhT	G6897	None	Unknown	Monomer	None	Growth	No Info Available	29.341	No Info Available	1	1	6.351
ydhU	G6898	None	inner membrane	Monomer	None	Growth	No Info Available	29.583	No Info Available	1	1	9.319
ydhV	G6901	None	Unknown	Monomer	None	Growth	No Info Available	77.876	No Info Available	1	1	6.431
ydhW	G6900	None	Unknown	Monomer	None	Growth	No Info Available	24.421	No Info Available	1	1	4.415
ydhX	G6899	None	periplasmic space	Monomer	None	Growth	No Info Available	25.093	No Info Available	1	1	7.998
ydhY	G6902	None	Unknown	Monomer	None	Growth	No Info Available	22.367	No Info Available	1	1	7.693
ydiF	EG12432	fused predicted acetyl-CoA:acetoacetyl-CoA transferase: α subunit/β subunit	cytosol	Monomer	None	Growth	14	57.562	0.001338175	1	1	5.495
ydiH	G6911	None	Unknown	Monomer	None	Growth	609	7.266	0.007347875	1	1	5.065
ydiJ	G6913	None	Unknown	Monomer	None	Growth	728	113.25	0.136904802	1	1	6.778
ydiK	G6914	None	inner membrane	Monomer	None	Growth	789	39.841	0.052198296	1	1	8.237
ydiL	G6915	None	Unknown	Monomer	None	No Growth	No Info Available	13.929	No Info Available	1	1	6.587
ydiM	G6916	None	inner membrane	Monomer	None	Growth	No Info Available	44.608	No Info Available	1	1	9.726
ydiN	G6917	None	inner membrane	Monomer	None	Growth	No Info Available	46.08	No Info Available	1	1	9.295
ydiO	G6918	None	"inner membrane, cytosol"	Monomer	None	Growth	32	43.002	0.002285008	1	1	5.188
ydiP	G6919	None	cytosol	Monomer	None	Growth	25	34.894	0.001448571	1	1	6.65
ydiQ	G6920	None	Unknown	Monomer	None	Growth	No Info Available	27.47	No Info Available	1	1	4.376
ydiR	G6921	"putative electron transport flavoprotein, FAD-binding"	Unknown	Monomer	None	Growth	No Info Available	33.77	No Info Available	1	1	6.805
ydiS	G6922	putative oxidoreductase with FAD/NAD(P)-binding domain	cytosol	Monomer	None	Growth	No Info Available	45.923	No Info Available	1	1	5.68
ydiT	G6923	putative 4Fe-4S ferredoxin-type protein	cytosol	Monomer	None	Growth	No Info Available	10.724	No Info Available	1	1	5.347
selO	G6924	ydiU	cytosol	Monomer	None	Growth	205	54.382	0.018512204	1	1	5.58
ydiV	G6925	rflP	Unknown	Monomer	None	Growth	22	27.046	0.000988041	1	1	5.635
ydiY	G6928	None	outer membrane	Monomer	None	Growth	5888	27.607	0.269920648	1	1	4.982
ydiZ	G6929	None	Unknown	Monomer	None	Growth	104	10.865	0.001876343	1	1	4.081
ydjE	EG12369	None	inner membrane	Monomer	None	Growth	No Info Available	50.318	No Info Available	1	1	9.788
ydjF	G6957	None	cytosol	Monomer	None	Growth	304	28.261	0.014266262	1	1	6.728
ydjG	G6958	None	cytosol	Monomer	None	Growth	31	36.329	0.001870097	1	1	5.003
ydjH	G6959	None	cytosol	Monomer	None	Growth	No Info Available	34.121	No Info Available	1	1	4.728
ydjI	G6960	None	cytosol	Monomer	None	Growth	19	30.81	0.000972063	1	1	5.035
ydjJ	G6961	"putative oxidoreductase, Zn-dependent and NAD(P)-binding"	cytosol	Monomer	None	Growth	No Info Available	37.701	No Info Available	1	1	6.105
ydjK	G6962	None	inner membrane	Monomer	None	Growth	No Info Available	49.602	No Info Available	1	1	9.082
ydjL	G6963	"putative oxidoreductase, Zn-dependent and NAD(P)-binding"	cytosol	Monomer	None	Growth	17	38.732	0.001093372	1	1	5.559
ydjM	G6933	putative inner membrane protein regulated by LexA	inner membrane	Monomer	None	Growth	79	22.35	0.002931931	1	1	9.14
ydjO	G6935	None	Unknown	Monomer	None	Growth	No Info Available	30.16	No Info Available	1	1	5.605
ydjX	G6945	None	inner membrane	Monomer	None	Growth	No Info Available	26.058	No Info Available	1	1	9.364
ydjY	G6946	None	cytosol	Monomer	None	Growth	19	24.125	0.00076115	1	1	6.331
ydjZ	G6947	None	inner membrane	Monomer	None	Growth	No Info Available	26.16	No Info Available	1	1	10.275
yeaC	G6964	None	cytosol	Monomer	None	Growth	2446	10.338	0.041989632	1	1	5.142
yeaD	G6966	yzzQ	cytosol	Monomer	None	Growth	1320	32.666	0.071600982	1	1	6.036
yeaE	G6967	None	cytosol	Monomer	None	Growth	117	30.987	0.006020249	1	1	5.777
yeaG	G6969	None	cytosol	Monomer	Mn2+ 	Growth	9	74.48	0.001113093	1	1	5.61
yeaH	G6970	None	cytosol	Monomer	None	Growth	No Info Available	49.392	No Info Available	1	1	6.917
yeaK	G6973	ProXp-y; ProXp-ST1	cytosol	Monomer	None	Growth	747	17.851	0.022142785	1	1	6.694
yeaL	G6975	None	inner membrane	Monomer	None	Growth	127	15.256	0.003217314	1	1	11.26
yeaO	G6978	None	Unknown	Monomer	None	Growth	270	13.386	0.006001553	1	1	6.485
yeaQ	G6981	None	inner membrane	Monomer	None	Growth	1309	8.671	0.018847681	1	1	10.322
yeaR	G6983	None	cytosol	Monomer	None	Growth	No Info Available	13.611	No Info Available	1	1	6.219
yeaV	G6987	None	inner membrane	Monomer	None	Growth	No Info Available	52.881	No Info Available	1	1	8.268
yeaY	G6990	None	inner membrane	Monomer	None	Growth	676	20.921	0.023484333	1	1	9.685
yebB	EG11136	None	cytosol	Monomer	None	Growth	No Info Available	22.704	No Info Available	1	1	7.678
yebC	EG11137	None	cytosol	Monomer	None	Growth	13702	26.423	0.601194749	1	1	4.573
yebE	EG11806	None	inner membrane	Monomer	None	Growth	115	23.687	0.004523317	1	1	5.208
yebF	EG11807	None	"periplasmic space, extracellular space"	Monomer	None	Growth	196	12.962	0.004218686	1	1	8.619
yebG	EG11808	None	cytosol	Monomer	None	Growth	2308	10.717	0.041073161	1	1	4.206
hexR	EG12860	yebK	cytosol	Monomer	None	Growth	338	31.976	0.01794692	1	1	No Info Available
yebO	G7001	None	inner membrane	Monomer	None	Growth	2186	10.792	0.039174295	1	1	4.832
yebQ	G7004	None	inner membrane	Monomer	None	Growth	13	48.152	0.001039458	1	1	9.769
yebS	G7006	None	inner membrane	Monomer	None	Growth	47	48.273	0.003767482	1	1	8.936
yebT	G7007	letB	"inner membrane, periplasmic space"	Monomer	None	Growth	126	94.97	0.019870375	1	1	5.811
yebV	G7009	None	Unknown	Monomer	None	Growth	No Info Available	8.753	No Info Available	1	1	4.317
yebW	G7010	None	Unknown	Monomer	None	Growth	77	7.315	0.000935307	1	1	3.648
yebY	G7012	None	cytosol	Monomer	None	Growth	2349	12.378	0.048281704	1	1	7.844
yebZ	G7013	None	inner membrane	Monomer	None	Growth	211	32.526	0.011396256	1	1	11.1
yecA	EG11139	None	Unknown	Monomer	None	Growth	566	25.039	0.023533282	1	1	4.382
yecD	EG12378	putative hydrolase	cytosol	Monomer	None	Growth	463	20.452	0.015724102	1	1	5.314
yecE	EG12379	None	cytosol	Monomer	None	Growth	75	31.479	0.003920408	1	1	7.854
yecF	EG12861	None	Unknown	Monomer	None	Growth	6793	8.239	0.092936264	1	1	5.115
yecH	G7036	None	Unknown	Monomer	None	Growth	No Info Available	8.629	No Info Available	1	1	6.33
yecJ	G0-10455	None	cytosol	Monomer	None	Growth	3696	9.123	0.055991065	1	1	4.751
yecM	G7025	yecL	cytosol	Monomer	None	Growth	438	21.205	0.015422738	1	1	5.297
yecN	G7019	None	inner membrane	Monomer	None	Growth	218	15.226	0.005511774	1	1	9.403
yecR	G7035	None	cytosol	Monomer	None	Growth	No Info Available	11.741	No Info Available	1	1	6.73
yecT	G7026	None	Unknown	Monomer	None	Growth	No Info Available	18.885	No Info Available	1	1	4.546
yecU	G0-16746	None	Unknown	Monomer	None	No Info Available	No Info Available	6.767	No Info Available	1	1	No Info Available
yecV	G0-17024	None	Unknown	Monomer	None	No Info Available	No Info Available	1.63	No Info Available	1	1	No Info Available
yedA	EG11141	None	inner membrane	Monomer	None	Growth	No Info Available	32.194	No Info Available	1	1	9.936
yedD	EG11659	None	inner membrane	Monomer	None	Growth	5007	14.983	0.124573441	1	1	4.723
yedE	EG11660	None	inner membrane	Monomer	None	Growth	2440	44.429	0.180013657	1	1	10.257
